Rating,Company_Name,Headquarters,Founded,Type_of_ownership,Industry,Sector,Revenue,Min_Salary,Max_Salary,Avg_Salary,Job_State,new_job_title,Year_of_Operation,Business_Size,Python,Excel,Tableau,Power_BI,SQL,AWS,Hadoop,Azure,Spark,Machine_Learning,Matlab
4.0,Autodesk,"San Rafael, CA",1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion ,76.0,140,108.0,CA,Data Engineer,43,Enterprise Business,1,0,0,0,1,0,1,0,1,0,0
4.6,Beck's Hybrids,"Atlanta, IN",1937,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million ,60.0,101,80.5,IN,Data Scientist,88,Large Business,0,0,0,0,0,0,0,0,0,0,0
2.8,DrFirst,"Rockville, MD",2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,82.0,133,107.5,MD,Data Scientist,25,Large Business,1,0,0,0,0,0,0,0,0,1,0
4.7,Object Partners,"Minneapolis, MN",1996,Company - Private,Consulting,Business Services,$25 to $50 million ,65.0,125,95.0,MN,Data Engineer,29,Medium Business,0,0,0,0,1,1,1,1,1,0,0
4.9,Briq,"Santa Barbara, CA",2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,,1,,CA,Data Scientist,8,Small Business,1,1,0,0,1,0,0,1,0,1,0
0.0,Geomagical Labs,"Mountain View, CA",2025,Company - Private,Internet,Information Technology,Less than $1 million ,,1,,CA,Other,0,Small Business,1,1,0,0,1,0,0,0,0,0,0
3.1,"Teaching Strategies, LLC","Bethesda, MD",1988,Company - Private,Preschool & Child Care,Education,$50 to $100 million ,,1,,MD,Data Scientist,37,Medium Business,1,1,1,0,1,0,0,0,0,1,0
3.0,L.A. Care Health Plan,"Los Angeles, CA",1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,91.0,148,119.5,CA,Data Scientist,28,Enterprise Business,1,0,1,0,1,0,0,0,1,1,0
3.2,Red Ventures,"Fort Mill, SC",2000,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion ,95.0,173,134.0,NC,Data Engineer,25,Enterprise Business,0,0,0,0,1,1,0,0,1,0,0
4.4,Quick Base,"Cambridge, MA",1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,77.0,124,100.5,MA,Data Scientist,26,Large Business,1,1,1,1,1,0,0,0,0,1,0
3.5,The E.W. Scripps Company,"Cincinnati, OH",1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion ,80.0,135,107.5,OH,Data Scientist,147,Enterprise Business,1,0,1,0,1,0,0,0,0,0,0
4.0,Upside Business Travel,"Washington, DC",2015,Company - Private,Internet,Information Technology,Unknown,85.0,159,122.0,DC,Data Engineer,10,Medium Business,1,0,0,0,1,1,0,0,1,1,0
4.3,Equity Residential,"Chicago, IL",1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion ,80.0,105,92.5,IL,Data Engineer,32,Enterprise Business,1,1,0,0,1,0,1,1,1,1,0
2.3,Synagro,"Baltimore, MD",1986,Company - Private,Research & Development,Business Services,$100 to $500 million ,43.0,81,62.0,MD,Data Analyst,39,Large Business,0,1,0,0,1,0,0,0,0,0,0
4.0,Alliance Source Testing,"Decatur, AL",2000,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million ,29.0,50,39.5,AL,Other,25,Medium Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Mars,"Mc Lean, VA",1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion ,,1,,NJ,Data Scientist,114,Enterprise Business,1,0,1,1,1,0,1,1,1,0,0
3.6,Accuride International,"Santa Fe Springs, CA",1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million ,82.0,133,107.5,CA,Data Scientist,59,Enterprise Business,0,1,1,0,0,0,0,0,0,1,0
3.8,Full Potential Solutions,"Kansas City, MO",2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown,26.0,55,40.5,MO,Data Analyst,8,Large Business,1,1,1,0,1,1,0,1,0,0,0
3.7,Visa Inc.,"Foster City, CA",1958,Company - Public,IT Services,Information Technology,$10+ billion ,61.0,118,89.5,VA,Data Scientist,67,Enterprise Business,1,0,1,0,1,0,1,0,1,1,0
4.4,Maven Wave Partners,"Chicago, IL",2008,Company - Private,Consulting,Business Services,$50 to $100 million ,60.0,102,81.0,IL,Data Scientist,17,Large Business,1,1,1,0,1,1,1,1,0,1,0
3.6,My Job Tank,"New York, NY",2025,Company - Private,Other Industries,Other Sector,Unknown,,1,,CA,Data Scientist,0,Medium Business,1,0,0,0,0,0,1,0,1,1,0
4.0,Novetta,"Mc Lean, VA",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,112.0,182,147.0,VA,Data Scientist,13,Large Business,1,0,0,0,0,1,0,0,0,1,0
3.8,Dynetics,"Huntsville, AL",1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million ,,1,,AL,Other,51,Enterprise Business,1,0,0,0,0,0,0,0,0,0,1
3.2,"First Command Financial Services, Inc.","Fort Worth, TX",1958,Company - Private,Brokerage Services,Finance,$100 to $500 million ,64.0,106,85.0,TX,Data Scientist,67,Enterprise Business,1,1,1,0,1,0,0,0,0,1,0
2.9,Pharmavite,"West Hills, CA",1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion ,51.0,112,81.5,CA,Other,54,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.8,BioMarin Pharmaceutical,"San Rafael, CA",1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion ,113.0,223,168.0,CA,Other,28,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
4.5,ShorePoint,"Washington, DC",2017,Company - Private,IT Services,Information Technology,Unknown,,1,,VA,Data Analyst,8,Small Business,0,1,1,1,1,0,0,0,0,1,0
4.3,Stratagem Group,"Aurora, CO",2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown,72.0,129,100.5,CO,Machine Learning Engineer,18,Small Business,1,1,0,0,1,1,1,0,1,1,0
3.4,PA Consulting,"London, United Kingdom",1943,Company - Private,Consulting,Business Services,$100 to $500 million ,71.0,123,97.0,NY,Data Scientist,82,Enterprise Business,1,1,1,0,1,0,1,0,1,1,0
4.1,ManTech,"Herndon, VA",1968,Company - Public,Research & Development,Business Services,$1 to $2 billion ,64.0,106,85.0,VA,Data Scientist,57,Enterprise Business,0,0,0,0,1,0,1,0,0,1,0
4.3,h2o.ai,"Mountain View, CA",2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,118.0,189,153.5,CA,Data Scientist,14,Large Business,1,1,0,0,0,1,1,1,1,1,0
4.1,Apellis Pharmaceuticals,"Waltham, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,MA,Other,17,Large Business,0,0,0,0,0,1,0,0,0,0,0
5.0,Gridiron IT,"Reston, VA",2017,Company - Private,IT Services,Information Technology,Unknown,120.0,145,132.5,FL,Data Engineer,8,Medium Business,0,0,0,0,0,0,0,0,0,0,0
4.3,Productive Edge,"Chicago, IL",2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million ,80.0,120,100.0,IL,Data Engineer,17,Medium Business,0,1,0,0,1,0,0,1,1,1,0
4.0,Hygiena,"Camarillo, CA",2025,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,,1,,CA,Data Engineer,0,Large Business,1,1,0,0,1,0,0,0,0,1,1
3.7,Evolve Vacation Rental,"Denver, CO",2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown,80.0,130,105.0,CO,Data Scientist,14,Large Business,1,0,0,0,1,0,0,0,0,1,0
5.0,Alector,"South San Francisco, CA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,12,Medium Business,1,1,0,0,0,1,0,0,0,0,0
4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",2025,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,59.0,115,87.0,UT,Data Engineer,0,Enterprise Business,0,1,0,0,0,1,0,1,0,0,0
4.3,Maximus Real Estate Partners,"San Francisco, CA",2013,Company - Private,Real Estate,Real Estate,Unknown,71.0,136,103.5,CA,Data Analyst,12,Medium Business,0,1,0,0,1,0,0,0,0,0,0
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,81.0,167,124.0,PA,Data Scientist,41,Large Business,1,1,0,0,0,0,0,0,0,0,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,49.0,85,67.0,WA,Data Scientist,60,Enterprise Business,1,0,0,0,0,0,0,0,0,0,0
3.9,AVANADE,"Seattle, WA",2000,Company - Private,IT Services,Information Technology,$2 to $5 billion ,60.0,114,87.0,DC,Data Engineer,25,Enterprise Business,0,0,0,0,0,0,0,1,0,1,0
4.3,h2o.ai,"Mountain View, CA",2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,71.0,204,137.5,IL,Data Scientist,14,Large Business,1,1,0,0,0,1,1,1,1,1,0
3.8,PatientPoint,"Cincinnati, OH",1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million ,75.0,125,100.0,OH,Data Scientist,38,Large Business,1,1,0,0,1,0,0,0,0,1,0
4.1,"Insight Enterprises, Inc.","Tempe, AZ",1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion ,,1,,TX,Data Analyst,37,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.8,BlueCross BlueShield of Tennessee,"Chattanooga, TN",1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion ,77.0,136,106.5,TN,Data Engineer,80,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,74.0,123,98.5,WA,Data Scientist,60,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
5.0,Alector,"South San Francisco, CA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,12,Medium Business,0,1,0,0,0,1,0,0,0,0,0
4.8,KnowBe4,"Clearwater, FL",2010,Company - Private,Security Services,Business Services,$100 to $500 million ,44.0,78,61.0,FL,Data Analyst,15,Large Business,1,1,0,0,1,0,0,0,0,0,0
4.4,KSM Consulting,"Indianapolis, IN",2008,Company - Private,Consulting,Business Services,Unknown,65.0,148,106.5,IN,Data Scientist,17,Medium Business,1,0,0,0,1,1,0,1,1,1,0
3.9,Cogo Labs,"Cambridge, MA",2005,Company - Private,Internet,Information Technology,Unknown,59.0,110,84.5,MA,Data Engineer,20,Medium Business,1,0,0,0,1,0,0,0,1,0,0
3.4,Church & Dwight,"Ewing, NJ",1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion ,85.0,134,109.5,NJ,Data Analyst,179,Enterprise Business,1,1,1,1,0,0,0,0,0,1,0
3.6,MassMutual,"Springfield, MA",1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,124.0,204,164.0,MA,Data Scientist,174,Enterprise Business,1,0,0,0,1,1,1,0,1,1,0
3.9,Genentech,"South San Francisco, CA",1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,131.0,207,169.0,CA,Data Scientist,49,Enterprise Business,1,1,0,0,1,0,1,0,1,1,0
3.8,Juniper Networks,"Sunnyvale, CA",1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion ,110.0,174,142.0,CA,Data Scientist,29,Enterprise Business,1,1,0,0,0,1,0,0,1,1,0
4.4,"Volume Integration, LLC","Reston, VA",2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million ,,1,,VA,Data Scientist,12,Medium Business,1,0,0,0,1,1,0,0,0,1,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,52.0,101,76.5,MA,Other,244,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
4.1,ManTech,"Herndon, VA",1968,Company - Public,Research & Development,Business Services,$1 to $2 billion ,,1,,VA,Data Scientist,57,Enterprise Business,1,0,1,0,1,0,1,0,1,1,0
3.8,Legal & General America,"Frederick, MD",1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion ,81.0,133,107.0,MD,Data Scientist,44,Large Business,1,1,1,0,1,0,0,0,0,1,0
3.5,Western Digital,"San Jose, CA",1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion ,132.0,211,171.5,CA,Data Scientist,55,Enterprise Business,1,0,0,0,1,1,1,1,0,1,0
3.5,CACI International,"Arlington, VA",1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion ,,1,,CO,Data Scientist,63,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Health IQ,"Mountain View, CA",2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown,73.0,119,96.0,TX,Data Scientist,12,Large Business,0,1,0,0,0,0,0,0,0,1,0
4.2,Nuna,"San Francisco, CA",2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,110.0,175,142.5,CA,Data Analyst,15,Medium Business,0,0,0,0,1,0,0,0,0,1,0
4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",2025,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,74.0,140,107.0,UT,Data Engineer,0,Enterprise Business,0,1,0,0,0,0,0,0,0,1,0
3.5,Sunovion,"Marlborough, MA",2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion ,100.0,190,145.0,MA,Other,15,Enterprise Business,1,1,0,0,0,0,0,0,0,0,1
2.9,National Student Clearinghouse,"Herndon, VA",1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million ,43.0,80,61.5,VA,Data Analyst,32,Large Business,1,1,1,1,1,0,0,0,0,0,0
5.0,Alector,"South San Francisco, CA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Data Engineer,12,Medium Business,0,1,0,0,0,1,0,0,0,0,0
5.0,Hamilton Porter LLC,"Newport Beach, CA",2019,Company - Public,Staffing & Outsourcing,Business Services,Unknown,,1,,NJ,Data Scientist,6,Small Business,1,1,1,1,1,0,1,1,0,1,0
3.6,Tower Health,"Reading, PA",2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,35.0,50,42.5,PA,Other,8,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
2.7,State of Wisconsin Investment Board,"Madison, WI",1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million ,91.0,149,120.0,WI,Data Scientist,74,Medium Business,1,0,1,0,1,0,0,0,0,0,0
4.4,Rubius Therapeutics,"Cambridge, MA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,42.0,82,62.0,MA,Other,12,Large Business,0,0,0,0,0,0,0,0,0,0,0
4.0,Autodesk,"San Rafael, CA",1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion ,116.0,185,150.5,CA,Data Scientist,43,Enterprise Business,1,0,0,0,1,0,1,0,1,1,1
4.3,OneMagnify,"Detroit, MI",1967,Company - Private,Advertising & Marketing,Business Services,Unknown,59.0,116,87.5,MI,Data Analyst,58,Large Business,0,1,1,0,1,0,0,0,0,0,0
4.2,IZEA,"Winter Park, FL",2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million ,48.0,95,71.5,FL,Data Engineer,19,Medium Business,1,1,0,0,1,1,1,0,1,1,0
3.6,Vionic Group,"San Rafael, CA",2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million ,31.0,72,51.5,CA,Data Analyst,19,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,105.0,198,151.5,CA,Other,244,Enterprise Business,0,1,0,0,0,0,0,0,0,1,1
2.8,Dodge Data & Analytics,"Hamilton, NJ",2014,Company - Private,IT Services,Information Technology,Unknown,55.0,100,77.5,NJ,Data Analyst,11,Large Business,1,1,1,0,1,0,0,0,0,1,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,98.0,182,140.0,MA,Other,244,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.3,Plymouth Rock Assurance,"Boston, MA",1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million ,73.0,124,98.5,NJ,Data Scientist,43,Enterprise Business,0,1,0,0,1,0,0,0,0,0,0
0.0,CA-One Tech Cloud,"Fremont, CA",2017,Company - Private,IT Services,Information Technology,$5 to $10 million ,200.0,250,225.0,CA,Data Scientist,8,Medium Business,1,1,1,0,0,1,0,0,0,1,1
3.6,Beebe Healthcare,"Lewes, DE",1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million ,44.0,71,57.5,DE,Other,90,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,117.0,206,161.5,MA,Other,244,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.4,Argo Group US,"Hamilton, Bermuda",1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion ,111.0,183,147.0,NY,Data Scientist,77,Enterprise Business,1,0,0,0,1,1,1,0,1,0,0
4.1,Associated Electric Cooperative,"Springfield, MO",1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion ,44.0,78,61.0,MO,Data Analyst,64,Large Business,0,1,0,0,1,0,0,0,0,0,0
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,81.0,159,120.0,PA,Data Scientist,41,Large Business,1,0,0,0,0,0,0,0,0,1,1
0.0,Seen by Indeed,"Austin, TX",2025,Company - Private,Other Industries,Other Sector,Unknown,,1,,PA,Data Scientist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0
3.2,PennyMac,"Westlake Village, CA",2008,Company - Public,Lending,Finance,$500 million to $1 billion ,83.0,166,124.5,AZ,Data Scientist,17,Enterprise Business,1,1,0,0,1,0,0,0,0,1,0
3.9,Zest AI,"Burbank, CA",2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million ,114.0,182,148.0,CA,Data Scientist,16,Medium Business,1,0,0,0,0,0,0,0,0,1,0
4.7,DECISIVE ANALYTICS Corporation,"Arlington, VA",1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million ,42.0,76,59.0,AL,Data Analyst,29,Medium Business,1,1,0,0,0,0,0,0,0,0,1
4.0,Peterson Technology Partners,"Park Ridge, IL",1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million ,,1,,IL,Data Scientist,28,Large Business,1,0,0,0,1,0,0,0,1,1,0
4.1,Apellis Pharmaceuticals,"Waltham, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,17,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.5,NuWave Solutions,"Mc Lean, VA",1999,Company - Private,IT Services,Information Technology,$5 to $10 million ,,1,,VA,Data Engineer,26,Medium Business,1,0,0,0,0,1,0,0,0,0,0
3.7,The Hanover Insurance Group,"Worcester, MA",1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion ,114.0,179,146.5,MA,Data Scientist,173,Enterprise Business,1,1,0,0,1,0,0,0,0,1,0
5.0,Aptonet Inc,"Atlanta, GA",2004,Company - Private,IT Services,Information Technology,Unknown,,1,,GA,Machine Learning Engineer,21,Large Business,1,1,0,0,0,0,0,0,1,0,0
2.9,Karyopharm Therapeutics Inc.,"Newton, MA",2025,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,60.0,123,91.5,MA,Other,0,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.0,Tempus Labs,"Chicago, IL",2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,100.0,166,133.0,IL,Data Scientist,10,Large Business,1,0,0,0,1,1,0,0,0,1,0
4.7,Recursion Pharmaceuticals,"Salt Lake City, UT",2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million ,108.0,173,140.5,UT,Data Scientist,12,Medium Business,1,0,0,0,0,1,0,0,0,1,0
3.7,P2 Energy Solutions,"Denver, CO",2025,Company - Private,Computer Hardware & Software,Information Technology,Unknown,48.0,93,70.5,LA,Data Engineer,0,Large Business,0,1,0,0,1,0,0,0,0,0,0
3.8,BioMarin Pharmaceutical,"San Rafael, CA",1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion ,,1,,CA,Data Engineer,28,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
3.3,Rochester Regional Health,"Rochester, NY",2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,54.0,115,84.5,NY,Other,11,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.0,ClearEdge,"Annapolis Junction, MD",2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million ,60.0,127,93.5,MD,Other,23,Medium Business,0,1,0,0,0,0,0,0,0,0,0
4.4,Rubius Therapeutics,"Cambridge, MA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,90.0,179,134.5,MA,Other,12,Large Business,0,0,0,0,0,0,0,0,0,0,0
4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",2025,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,,1,,UT,Data Engineer,0,Enterprise Business,0,0,1,1,1,0,0,0,0,1,0
4.4,OSI Engineering,"Campbell, CA",2010,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million ,,1,,CA,Data Scientist,15,Medium Business,1,1,1,0,1,0,0,0,0,1,0
3.9,Tapjoy,"San Francisco, CA",2007,Company - Private,Internet,Information Technology,$10 to $25 million ,138.0,224,181.0,CA,Machine Learning Engineer,18,Large Business,1,0,0,0,1,0,0,0,1,1,0
3.3,Rochester Regional Health,"Rochester, NY",2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,54.0,115,84.5,NY,Other,11,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.1,Credit Sesame,"Mountain View, CA",2010,Company - Private,Internet,Information Technology,$50 to $100 million ,190.0,220,205.0,CA,Data Engineer,15,Medium Business,1,0,0,0,1,1,0,0,1,1,0
